,block,case_number,date,longitude,primary_type,year,zip
1271,004XX S PEORIA ST,HW566445,2013-12-10 12:00:00,-87.649530587,BATTERY,2013,60607
1272,086XX S CICERO AVE,HW566650,2013-12-10 18:00:00,-87.740929743,THEFT,2013,
1273,022XX E 95TH ST,HW567467,2013-12-11 16:30:00,-87.57036032,BATTERY,2013,60617
1274,005XX E 47TH ST,HW569887,2013-12-13 18:00:00,-87.613320823,BATTERY,2013,60653
1275,068XX S MICHIGAN AVE,HW569332,2013-12-13 12:32:00,-87.62181707,ROBBERY,2013,60637
1276,039XX N HARLEM AVE,HW572137,2013-12-15 18:00:00,-87.807203235,THEFT,2013,60634
1277,003XX N AUSTIN BLVD,HW572579,2013-12-16 10:30:00,-87.77484598,BURGLARY,2013,
1278,082XX S MAY ST,HW574897,2013-12-18 04:20:00,-87.652354099,BATTERY,2013,60620
1279,033XX N CLARK ST,HW577449,2013-12-19 22:20:00,-87.653189333,BATTERY,2013,60657
1280,013XX S KOLIN AVE,HW578962,2013-12-21 03:00:00,-87.733662657,BATTERY,2013,60623
1281,0000X W CHICAGO AVE,HW579338,2013-12-21 12:08:00,-87.630321495,BATTERY,2013,60610
1282,001XX W KINZIE ST,HW579894,2013-12-21 19:56:00,-87.631857533,THEFT,2013,60654
1283,020XX W NORTH AVE,HW582489,2013-12-24 02:30:00,-87.678407267,THEFT,2013,60622
1284,016XX N THROOP ST,HW582880,2013-12-23 23:30:00,-87.661141924,THEFT,2013,60642
1285,002XX S LOTUS AVE,HW583269,2013-12-23 16:15:00,-87.761717951,THEFT,2013,60644
1286,056XX N RIDGE AVE,HW583851,2013-12-25 00:01:00,-87.660855375,THEFT,2013,60660
1287,002XX E 90TH PL,HW585405,2013-12-27 00:30:00,-87.618663204,THEFT,2013,60619
1288,020XX W SCHILLER ST,HW585613,2013-12-27 14:45:00,-87.678085051,THEFT,2013,60622
1289,006XX S WABASH AVE,HW585931,2013-12-26 16:45:00,-87.62599014,ASSAULT,2013,60605
1290,054XX S MORGAN ST,HW581053,2013-12-22 20:48:00,-87.650053315,ASSAULT,2013,60609
1291,055XX S JUSTINE ST,HW586739,2013-12-28 13:15:00,-87.663329176,ASSAULT,2013,60636
1292,006XX W MELROSE ST,HW586929,2013-12-25 18:00:00,-87.645285388,THEFT,2013,60657
1293,053XX S HARLEM AVE,HW587336,2013-12-28 21:20:00,-87.801610704,THEFT,2013,
1294,075XX N BELL AVE,HW587681,2013-12-29 10:00:00,-87.686519359,ASSAULT,2013,60645
1295,032XX S RHODES AVE,HW589917,2013-12-30 21:00:00,-87.613441029,THEFT,2013,60616
1296,018XX E 71ST ST,HW590024,2013-12-31 12:20:00,-87.579610048,THEFT,2013,60649
1297,009XX W 63RD ST,HX102497,2013-12-31 19:00:00,-87.647508582,BATTERY,2013,60621
1298,034XX N SHEFFIELD AVE,HX114245,2013-12-20 18:03:00,-87.654255601,THEFT,2013,60657
1299,015XX N HOYNE AVE,HX137695,2013-12-29 00:40:00,-87.679852222,THEFT,2013,60622
1300,007XX W GRAND AVE,HX160444,2013-10-29 16:30:00,-87.646276773,THEFT,2013,60654
1301,006XX N STATE ST,HX249614,2013-02-02 08:00:00,-87.62814321,THEFT,2013,60654
1334,077XX S DREXEL AVE,HY206061,2013-12-14 11:00:00,-87.602829212,CRIM SEXUAL ASSAULT,2013,60619
1335,003XX E 73RD ST,HY206488,2013-04-01 15:00:00,-87.616207711,THEFT,2013,60619
1338,016XX S CHRISTIANA AVE,HY207724,2013-01-01 21:30:00,-87.709081493,CRIM SEXUAL ASSAULT,2013,60623
1345,034XX W DIVISION ST,HY211826,2013-07-01 00:01:00,-87.712718182,CRIM SEXUAL ASSAULT,2013,60651
1351,061XX S GREENWOOD AVE,HY216282,2013-04-15 00:00:00,-87.59950694,CRIM SEXUAL ASSAULT,2013,60637
1354,042XX S PRINCETON AVE,HY216964,2013-02-27 19:00:00,-87.633567673,ASSAULT,2013,60609
1356,014XX W NORTH AVE,HY220427,2013-10-15 15:00:00,-87.662996819,THEFT,2013,60642
1377,063XX N CLARK ST,HY232890,2013-06-01 17:00:00,-87.670440998,THEFT,2013,60660
1384,020XX W BIRCHWOOD AVE,HY231387,2013-01-01 00:00:00,-87.682019778,CRIM SEXUAL ASSAULT,2013,60645
1389,014XX E 59TH ST,HY230689,2013-05-01 00:01:00,-87.589709501,CRIM SEXUAL ASSAULT,2013,60637
1399,024XX N RUTHERFORD AVE,HY250095,2013-04-08 00:00:00,-87.794044738,CRIM SEXUAL ASSAULT,2013,60707
1412,011XX W 34TH PL,HY259886,2013-11-06 06:30:00,-87.65453611,MOTOR VEHICLE THEFT,2013,60608
1413,012XX W PRATT BLVD,HY257832,2013-05-12 00:00:00,-87.661601175,THEFT,2013,60626
1416,041XX N ALBANY AVE,HY261561,2013-05-31 00:01:00,-87.705655305,THEFT,2013,60618
1432,006XX E 133RD ST,HY286272,2013-06-10 00:01:00,-87.606803247,CRIM SEXUAL ASSAULT,2013,60827
1438,028XX S KARLOV AVE,HY290315,2013-06-01 00:00:00,-87.726857999,CRIM SEXUAL ASSAULT,2013,60623
1440,110XX S AVENUE N,HY293438,2013-06-09 09:00:00,-87.538903034,ASSAULT,2013,60617
1443,011XX W LUNT AVE,HY296467,2013-10-13 12:00:00,-87.660830285,THEFT,2013,60626
1447,007XX S LA SALLE ST,HY297988,2013-08-28 20:00:00,-87.631642555,CRIM SEXUAL ASSAULT,2013,60605
1456,075XX S CLYDE AVE,HY303447,2013-07-29 10:30:00,-87.573682702,MOTOR VEHICLE THEFT,2013,60649
1471,054XX S UNION AVE,HY323168,2013-06-08 00:01:00,-87.642761358,THEFT,2013,60609
1475,095XX S STATE ST,HY330201,2013-04-03 14:00:00,-87.623717187,THEFT,2013,60628
1476,043XX W FORD CITY DR,HY330966,2013-11-22 09:00:00,-87.73040747,BURGLARY,2013,60652
1481,033XX N SHEFFIELD AVE,HY333914,2013-01-01 00:00:00,-87.65417621,THEFT,2013,60657
1482,060XX N KENMORE AVE,HY333856,2013-12-03 12:00:00,-87.656859584,BATTERY,2013,60660
1483,092XX S MARQUETTE AVE,HY334834,2013-06-10 17:00:00,-87.558103128,ASSAULT,2013,60617
1493,008XX N ORLEANS ST,HY349738,2013-12-17 01:30:00,-87.637246929,BATTERY,2013,60610
1498,039XX W 14TH ST,HY354252,2013-04-01 12:00:00,-87.724311736,CRIM SEXUAL ASSAULT,2013,60623
1500,035XX W 71ST ST,HY358232,2013-10-01 00:00:00,-87.711250799,CRIM SEXUAL ASSAULT,2013,60629
1510,054XX N LOVEJOY AVE,HY369057,2013-08-01 00:01:00,-87.770251164,CRIM SEXUAL ASSAULT,2013,60630
1513,087XX S WABASH AVE,HY370643,2013-08-05 00:00:00,-87.622575326,CRIM SEXUAL ASSAULT,2013,60619
1520,023XX W HARRISON ST,HY379348,2013-04-19 09:00:00,-87.684181646,THEFT,2013,60612
1528,026XX W 15TH PL,HY388263,2013-12-24 15:00:00,-87.69160002,CRIM SEXUAL ASSAULT,2013,60608
1541,040XX S FEDERAL ST,HY406336,2013-01-01 17:00:00,-87.628501189,CRIM SEXUAL ASSAULT,2013,60609
1542,040XX S FEDERAL ST,HY406675,2013-01-01 00:00:00,-87.628501189,CRIM SEXUAL ASSAULT,2013,60609
1543,013XX S SPAULDING AVE,HY342222,2013-02-10 00:00:00,-87.708028901,CRIM SEXUAL ASSAULT,2013,60623
1564,062XX S NEENAH AVE,HY434362,2013-12-18 00:00:00,-87.784977934,CRIM SEXUAL ASSAULT,2013,60638
1568,041XX W WEST END AVE,HY437649,2013-06-01 00:00:00,-87.728987402,CRIM SEXUAL ASSAULT,2013,60624
1569,041XX W WEST END AVE,HY437652,2013-06-01 00:00:00,-87.728987402,CRIM SEXUAL ASSAULT,2013,60624
1578,0000X E LAKE ST,HY450556,2013-10-08 21:00:00,-87.626996239,THEFT,2013,60601
1580,005XX S STATE ST,HY453297,2013-02-16 17:00:00,-87.6276188,CRIM SEXUAL ASSAULT,2013,60605
1582,037XX N CLARK ST,HY456266,2013-10-19 04:00:00,-87.658635101,BATTERY,2013,60613
1584,062XX N KARLOV AVE,HY454523,2013-01-01 00:01:00,-87.731316414,CRIM SEXUAL ASSAULT,2013,60646
1586,068XX W DIVERSEY AVE,HY459405,2013-07-04 23:00:00,-87.797103496,CRIM SEXUAL ASSAULT,2013,60634
1588,008XX W SUNNYSIDE AVE,HY460360,2013-11-11 07:00:00,-87.651054693,BATTERY,2013,60640
1596,035XX W 71ST ST,HY469155,2013-10-20 12:00:00,-87.710700899,THEFT,2013,60629
1597,079XX S CLYDE AVE,HY467935,2013-05-01 00:01:00,-87.573528956,THEFT,2013,60617
1598,030XX W FULLERTON AVE,HY469817,2013-07-19 13:00:00,-87.703017301,BURGLARY,2013,60647
1603,014XX S JEFFERSON ST,HY246648,2013-01-09 12:00:00,-87.642053002,THEFT,2013,60607
1612,0000X N ADA ST,HY486439,2013-08-01 17:00:00,-87.660575205,THEFT,2013,60607
1613,005XX N LAWNDALE AVE,HY487695,2013-04-13 00:01:00,-87.718610576,THEFT,2013,60624
1630,029XX W FLETCHER ST,HY503433,2013-06-01 12:00:00,-87.701945154,BATTERY,2013,60618
1633,003XX W ADAMS ST,HY505985,2013-07-01 09:00:00,-87.635879544,THEFT,2013,60606
1648,079XX S ARTESIAN AVE,HY533160,2013-05-07 15:00:00,-87.684054816,CRIM SEXUAL ASSAULT,2013,60652
1661,010XX N STATE ST,HY546814,2013-07-01 16:00:00,-87.628330712,THEFT,2013,60611
1666,023XX N KOSTNER AVE,HZ155809,2013-03-20 00:00:00,-87.736515606,CRIM SEXUAL ASSAULT,2013,60639
1668,019XX E 75TH ST,HZ517281,2013-11-07 08:00:00,-87.576838856,THEFT,2013,60649
1670,061XX S SPAULDING AVE,JA450719,2013-09-27 00:00:00,-87.705626793,CRIM SEXUAL ASSAULT,2013,60629
1674,007XX N NOBLE ST,HW100288,2013-01-01 03:45:00,-87.662361421,HOMICIDE,2013,60642
1675,045XX S CHAMPLAIN AVE,HW100867,2013-01-01 14:45:00,-87.609891755,HOMICIDE,2013,60653
1676,058XX S SACRAMENTO AVE,HW101015,2013-01-01 16:56:00,-87.698507299,HOMICIDE,2013,60629
1677,124XX S UNION AVE,HW101960,2013-01-02 15:15:00,-87.639183666,HOMICIDE,2013,60628
1678,056XX S WESTERN AVE,HW102156,2013-01-02 18:45:00,-87.683965265,HOMICIDE,2013,60629
1679,015XX N TALMAN AVE,HW105394,2013-01-05 08:06:00,-87.693291067,HOMICIDE,2013,60622
1680,055XX S LOOMIS BLVD,HW105881,2013-01-05 15:52:00,-87.659704705,HOMICIDE,2013,60636
1681,087XX S HONORE ST,HW100786,2013-01-05 20:33:00,-87.669115954,HOMICIDE,2013,60620
1682,083XX S KINGSTON AVE,HW106139,2013-01-05 19:26:00,-87.562463183,HOMICIDE,2013,60617
1683,048XX W GLADYS AVE,HW106184,2013-01-06 11:15:00,-87.745294518,HOMICIDE,2013,60644
1684,084XX S DR MARTIN LUTHER KING JR DR,HW107214,2013-01-06 20:00:00,-87.614651636,HOMICIDE,2013,60619
1685,040XX W WILCOX ST,HW108847,2013-01-08 06:35:00,-87.726521499,HOMICIDE,2013,60624
1686,013XX N SEDGWICK ST,HW109671,2013-01-08 19:05:00,-87.638460098,HOMICIDE,2013,60610
1687,001XX S SPRINGFIELD AVE,HW111381,2013-01-10 01:06:00,-87.723179151,HOMICIDE,2013,60624
1688,020XX E 71ST ST,HW112372,2013-01-10 22:15:00,-87.574770965,HOMICIDE,2013,60649
1689,063XX S HONORE ST,HW112637,2013-01-10 21:19:00,-87.670276573,HOMICIDE,2013,60636
1690,004XX S PULASKI RD,HW112875,2013-01-11 07:12:00,-87.725478099,HOMICIDE,2013,60624
1691,026XX S RIDGEWAY AVE,HW113783,2013-01-11 18:41:00,-87.718432537,HOMICIDE,2013,60623
1692,024XX W AUGUSTA BLVD,HW114144,2013-01-11 23:50:00,-87.6881041,HOMICIDE,2013,60622
1693,013XX S HARDING AVE,HW115382,2013-01-13 02:49:00,-87.723881057,HOMICIDE,2013,60623
1694,052XX W JACKSON BLVD,HW116450,2013-01-14 05:03:00,-87.755587101,HOMICIDE,2013,60644
1695,013XX S CHRISTIANA AVE,HW117848,2013-01-15 13:42:00,-87.709250452,HOMICIDE,2013,60623
1696,029XX W 40TH ST,HW100449,2013-01-09 09:15:00,-87.698313499,HOMICIDE,2013,60632
1697,048XX N KENNETH AVE,HW120241,2013-01-17 05:58:00,-87.739207483,HOMICIDE,2013,60630
1698,047XX W BELMONT AVE,HW121212,2013-01-17 17:57:00,-87.746116798,HOMICIDE,2013,60641
1699,055XX W NORTH AVE,HW122808,2013-01-18 21:15:00,-87.76310227,HOMICIDE,2013,60651
1700,054XX S LAFLIN ST,HW122833,2013-01-18 21:31:00,-87.66219065,HOMICIDE,2013,60609
1701,020XX W 69TH PL,HW124411,2013-01-20 02:12:00,-87.674756939,HOMICIDE,2013,60636
1702,010XX N AVERS AVE,HW128614,2013-01-23 22:07:00,-87.722550972,HOMICIDE,2013,60651
1703,058XX S SHIELDS AVE,HW131095,2013-01-25 14:59:00,-87.634036893,HOMICIDE,2013,60621
1704,011XX S MOZART ST,HW131870,2013-01-26 02:17:00,-87.697159411,HOMICIDE,2013,60612
1705,005XX W PERSHING RD,HW131920,2013-01-26 04:00:00,-87.640360088,HOMICIDE,2013,60609
1706,005XX W PERSHING RD,HW131920,2013-01-26 04:00:00,-87.640360088,HOMICIDE,2013,60609
1707,042XX W CONGRESS PKWY,HW132598,2013-01-26 16:15:00,-87.731683239,HOMICIDE,2013,60624
1708,042XX W CONGRESS PKWY,HW132598,2013-01-26 16:15:00,-87.731683239,HOMICIDE,2013,60624
1709,070XX S CARPENTER ST,HW132962,2013-01-26 22:21:00,-87.650501419,HOMICIDE,2013,60621
1710,025XX E 73RD PL,HW133061,2013-01-26 23:55:00,-87.562227664,HOMICIDE,2013,60649
1711,109XX S MACKINAW AVE,HW135767,2013-01-29 07:55:00,-87.542565805,HOMICIDE,2013,60617
1712,074XX S CHAMPLAIN AVE,HW136079,2013-01-29 12:15:00,-87.609070793,HOMICIDE,2013,60619
1713,044XX S OAKENWALD AVE,HW136256,2013-01-29 14:22:00,-87.595428829,HOMICIDE,2013,60653
1714,039XX N CENTRAL AVE,HW140811,2013-02-01 20:23:00,-87.766982153,HOMICIDE,2013,60634
1715,041XX W 30TH ST,HW142848,2013-02-04 13:45:00,-87.728369128,HOMICIDE,2013,60623
1716,023XX W 50TH PL,HW147939,2013-02-07 16:56:00,-87.682747359,HOMICIDE,2013,60609
1717,009XX W 69TH ST,HW148417,2013-02-08 05:35:00,-87.648695394,HOMICIDE,2013,60621
1718,050XX W OHIO ST,HW153267,2013-02-12 02:40:00,-87.752263308,HOMICIDE,2013,60644
1719,011XX N PULASKI RD,HW158173,2013-02-15 20:16:00,-87.726266872,HOMICIDE,2013,60651
1720,024XX W CERMAK RD,HW159263,2013-02-16 18:29:00,-87.686219922,HOMICIDE,2013,60608
1721,091XX S ADA ST,HW161400,2013-02-18 17:15:00,-87.656762001,HOMICIDE,2013,60620
1722,081XX S MARYLAND AVE,HW163948,2013-02-20 17:35:00,-87.603851467,HOMICIDE,2013,60619
1723,081XX S MARYLAND AVE,HW163948,2013-02-20 17:35:00,-87.603851467,HOMICIDE,2013,60619
1724,066XX S ASHLAND AVE,HW165704,2013-02-22 01:00:00,-87.66405432,HOMICIDE,2013,60636
1725,048XX W FERDINAND ST,HW167787,2013-02-23 18:18:00,-87.746704217,HOMICIDE,2013,60644
1726,001XX S CICERO AVE,HW168342,2013-02-24 07:35:00,-87.745225096,HOMICIDE,2013,60644
1727,077XX S PULASKI RD,HW174518,2013-03-01 22:17:00,-87.722011284,HOMICIDE,2013,60652
1728,004XX E 95TH ST,HW176064,2013-03-02 04:00:00,-87.612404805,HOMICIDE,2013,60619
1729,013XX N ST LOUIS AVE,HW181865,2013-03-06 21:15:00,-87.714220057,HOMICIDE,2013,60651
1730,019XX E 79TH ST,HW184145,2013-03-08 16:34:00,-87.576792325,HOMICIDE,2013,60617
1731,065XX S MARYLAND AVE,HW187672,2013-03-12 06:00:00,-87.604611201,HOMICIDE,2013,60637
1732,003XX E 43RD ST,HW194557,2013-03-16 12:13:00,-87.619113763,HOMICIDE,2013,60653
1733,024XX W 58TH ST,HW195075,2013-03-16 20:23:00,-87.685467199,HOMICIDE,2013,60629
1734,028XX S SPAULDING AVE,HW196147,2013-03-18 11:40:00,-87.707352501,HOMICIDE,2013,60623
1735,048XX N DRAKE AVE,HW197695,2013-03-18 20:24:00,-87.717053461,HOMICIDE,2013,60625
1736,000XX W 91ST ST,HW192261,2013-03-18 19:03:00,-87.625125567,HOMICIDE,2013,60620
1737,078XX S MUSKEGON AVE,HW203585,2013-03-23 12:09:00,-87.555529125,HOMICIDE,2013,60649
1738,114XX S ROCKWELL ST,HW204628,2013-03-24 03:50:00,-87.686040124,HOMICIDE,2013,60655
1739,077XX S CARPENTER ST,HW210026,2013-03-28 15:34:00,-87.650181219,HOMICIDE,2013,60620
1740,018XX N FRANCISCO AVE,HW211707,2013-03-29 20:08:00,-87.699213111,HOMICIDE,2013,60647
1741,013XX W HASTINGS ST,HW213305,2013-03-31 02:36:00,-87.659660218,HOMICIDE,2013,60608
1742,074XX S EBERHART AVE,HW214698,2013-04-01 10:57:00,-87.612699454,HOMICIDE,2013,60619
1743,001XX W 59TH ST,HW218231,2013-04-03 19:52:00,-87.629431152,HOMICIDE,2013,60621
1744,014XX W 80TH ST,HW219139,2013-04-04 16:14:00,-87.660163933,HOMICIDE,2013,60620
1745,080XX S MANISTEE AVE,HW219486,2013-04-04 19:04:00,-87.557702918,HOMICIDE,2013,60617
1746,022XX S LEAVITT ST,HW223321,2013-04-07 16:56:00,-87.680707093,HOMICIDE,2013,60608
1747,040XX S WABASH AVE,HW223608,2013-04-07 21:28:00,-87.624776739,HOMICIDE,2013,60653
1748,074XX S DORCHESTER AVE,HW223960,2013-04-08 09:29:00,-87.59082933,HOMICIDE,2013,60619
1749,120XX S NORMAL AVE,HW227786,2013-04-10 21:03:00,-87.634610841,HOMICIDE,2013,60628
1750,087XX S BURLEY AVE,HW230759,2013-04-12 23:12:00,-87.545825944,HOMICIDE,2013,60617
1751,042XX W IRVING PARK RD,HW230943,2013-04-13 09:05:00,-87.73284591,HOMICIDE,2013,60641
1752,033XX W BEACH AVE,HW230945,2013-04-13 03:12:00,-87.710414753,HOMICIDE,2013,60651
1753,012XX W 97TH ST,HW231363,2013-04-13 13:35:00,-87.654042694,HOMICIDE,2013,60643
1754,067XX S KEDZIE AVE,HW229606,2013-04-12 08:30:00,-87.702945412,HOMICIDE,2013,60629
1755,025XX W FITCH AVE,HW229411,2013-04-15 13:36:00,-87.693891803,HOMICIDE,2013,60645
1756,011XX N MENARD AVE,HW239763,2013-04-19 20:26:00,-87.770463805,HOMICIDE,2013,60651
1757,033XX W IRVING PARK RD,HW239986,2013-04-20 00:10:00,-87.71216765,HOMICIDE,2013,60618
1758,017XX W 44TH ST,HW242469,2013-04-22 05:41:00,-87.668316029,HOMICIDE,2013,60609
1759,050XX S EVANS AVE,HW243737,2013-04-22 21:41:00,-87.607907557,HOMICIDE,2013,60615
1760,118XX S HARVARD AVE,HW246147,2013-04-24 18:55:00,-87.631096132,HOMICIDE,2013,60628
1761,006XX W 117TH ST,HW248197,2013-04-26 09:29:00,-87.638887613,HOMICIDE,2013,60628
1762,001XX W 91ST ST,HW241765,2013-04-25 16:30:00,-87.627045546,HOMICIDE,2013,60620
1763,025XX W DIVISION ST,HW251024,2013-04-28 06:35:00,-87.689885947,HOMICIDE,2013,60622
1764,052XX S HARPER AVE,HW253509,2013-04-30 00:16:00,-87.589121997,HOMICIDE,2013,60615
1765,013XX S MORGAN ST,HW254848,2013-04-30 23:13:00,-87.650966,HOMICIDE,2013,60608
1766,019XX S DRAKE AVE,HW254987,2013-05-01 01:26:00,-87.713697274,HOMICIDE,2013,60623
1767,068XX S CORNELL AVE,HW254937,2013-05-01 00:53:00,-87.585004532,HOMICIDE,2013,60649
1768,005XX E 82ND ST,HW205270,2013-04-30 04:42:00,-87.611919162,HOMICIDE,2013,60619
1769,003XX E KENSINGTON AVE,HW257760,2013-05-02 20:30:00,-87.61519349,HOMICIDE,2013,60628
1770,072XX S ASHLAND AVE,HW260281,2013-05-04 16:47:00,-87.663723461,HOMICIDE,2013,60636
1771,050XX W BELDEN AVE,HW263380,2013-05-06 22:11:00,-87.751875394,HOMICIDE,2013,60639
1772,071XX S MAY ST,HS344684,2013-05-07 11:36:00,-87.652880492,HOMICIDE,2013,60621
1773,047XX S PRAIRIE AVE,HW264918,2013-05-07 23:49:00,-87.619567769,HOMICIDE,2013,60615
1774,102XX S GREEN ST,HW266217,2013-05-08 20:29:00,-87.644068718,HOMICIDE,2013,60643
1775,028XX E 76TH ST,HW270769,2013-05-12 03:55:00,-87.554994786,HOMICIDE,2013,60649
1776,078XX S EUCLID AVE,HW270870,2013-05-12 07:40:00,-87.577230849,HOMICIDE,2013,60649
1777,065XX S GREEN ST,HW271299,2013-05-12 15:57:00,-87.645885129,HOMICIDE,2013,60621
1778,017XX W 79TH ST,HW271455,2013-05-13 16:15:00,-87.666166809,HOMICIDE,2013,60620
1779,004XX E 79TH ST,HW272861,2013-05-13 19:02:00,-87.613338558,HOMICIDE,2013,60619
1780,002XX W 93RD ST,HW273156,2013-05-14 01:00:00,-87.629337885,HOMICIDE,2013,60620
1781,077XX S DAMEN AVE,HW274710,2013-05-14 23:15:00,-87.673215596,HOMICIDE,2013,60620
1782,063XX S MAY ST,HW274830,2013-05-15 01:29:00,-87.653264678,HOMICIDE,2013,60621
1783,086XX S ASHLAND AVE,HW277740,2013-05-16 21:35:00,-87.663097547,HOMICIDE,2013,60620
1784,077XX S LANGLEY AVE,HW279126,2013-05-17 20:00:00,-87.607735643,HOMICIDE,2013,60619
1785,002XX N MAYFIELD AVE,HW279192,2013-05-17 20:38:00,-87.771937787,HOMICIDE,2013,60644
1786,048XX W IOWA ST,HW279597,2013-05-18 04:15:00,-87.746707507,HOMICIDE,2013,60651
1787,068XX S LOWE AVE,HW280661,2013-05-19 01:46:00,-87.640240794,HOMICIDE,2013,60621
1788,003XX S CICERO AVE,HW280946,2013-05-19 08:05:00,-87.745118678,HOMICIDE,2013,60644
1789,031XX N KIMBALL AVE,HW282138,2013-05-19 22:55:00,-87.712448951,HOMICIDE,2013,60618
1790,031XX S RHODES AVE,HW283616,2013-05-20 23:41:00,-87.613468578,HOMICIDE,2013,60616
1791,043XX S PAULINA ST,HW284829,2013-05-21 17:35:00,-87.667573802,HOMICIDE,2013,60609
1792,049XX N WHIPPLE ST,HW282261,2013-05-22 13:01:00,-87.704875903,HOMICIDE,2013,60625
1793,071XX S OAKLEY AVE,HW286248,2013-05-22 15:21:00,-87.680678169,HOMICIDE,2013,60636
1794,071XX S OAKLEY AVE,HW286248,2013-05-22 15:21:00,-87.680678169,HOMICIDE,2013,60636
1795,019XX S SPAULDING AVE,HW287201,2013-05-23 10:01:00,-87.707776218,HOMICIDE,2013,60623
1796,004XX N CENTRAL AVE,HW289762,2013-05-24 22:59:00,-87.765140918,HOMICIDE,2013,60644
1797,011XX N LAWNDALE AVE,HW289806,2013-05-24 23:46:00,-87.718958959,HOMICIDE,2013,60651
1798,014XX E 52ND ST,HW289910,2013-05-25 01:48:00,-87.590034549,HOMICIDE,2013,60615
1799,073XX S DANTE AVE,HW290928,2013-05-25 21:21:00,-87.589659211,HOMICIDE,2013,60619
1800,012XX S KOLIN AVE,HW279403,2013-05-25 12:10:00,-87.733718513,HOMICIDE,2013,60623
1801,010XX N NORTH BRANCH ST,HW291146,2013-05-26 02:50:00,-87.650600669,HOMICIDE,2013,60642
