,block,case_number,date,longitude,primary_type,year,zip
1802,116XX S VINCENNES AVE,HW294080,2013-05-28 15:07:00,-87.668957971,HOMICIDE,2013,60643
1803,121XX S HALSTED ST,HW295351,2013-05-29 13:08:00,-87.641768497,HOMICIDE,2013,60628
1804,000XX W 107TH ST,HW295447,2013-05-29 15:11:00,-87.624977038,HOMICIDE,2013,60628
1805,010XX W 75TH ST,HW295883,2013-05-29 20:07:00,-87.65059137,HOMICIDE,2013,60620
1806,017XX E 79TH ST,HW296241,2013-05-30 01:43:00,-87.582334217,HOMICIDE,2013,60649
1807,070XX S NORMAL BLVD,HW295908,2013-05-30 06:37:00,-87.637180391,HOMICIDE,2013,60621
1808,052XX N LINCOLN AVE,HW296686,2013-05-30 10:30:00,-87.692447486,HOMICIDE,2013,60625
1809,017XX W 85TH ST,HW296830,2013-05-30 13:15:00,-87.666107752,HOMICIDE,2013,60620
1810,084XX S CONSTANCE AVE,HW299134,2013-05-31 23:53:00,-87.579449121,HOMICIDE,2013,60617
1811,068XX S DR MARTIN LUTHER KING JR DR,HW302389,2013-06-03 12:38:00,-87.615374061,HOMICIDE,2013,60637
1812,043XX S OAKLEY AVE,HW304016,2013-06-04 13:35:00,-87.682163166,HOMICIDE,2013,60609
1813,004XX W 115TH ST,HW305567,2013-06-05 18:09:00,-87.632781893,HOMICIDE,2013,60628
1814,051XX S WASHTENAW AVE,HW305954,2013-06-05 18:27:00,-87.691546042,HOMICIDE,2013,60632
1815,063XX S FRANCISCO AVE,HW307735,2013-06-06 22:36:00,-87.695805967,HOMICIDE,2013,60629
1816,034XX W LAKE ST,HW309299,2013-06-08 00:25:00,-87.712103707,HOMICIDE,2013,60624
1817,011XX E 81ST ST,HW312196,2013-06-10 09:52:00,-87.596820484,HOMICIDE,2013,60619
1818,057XX S SANGAMON ST,HW312816,2013-06-10 16:54:00,-87.648691077,HOMICIDE,2013,60621
1819,006XX S SACRAMENTO BLVD,HW196136,2013-06-11 02:05:00,-87.701005851,HOMICIDE,2013,60612
1820,009XX N LONG AVE,HW314687,2013-06-11 21:58:00,-87.760740384,HOMICIDE,2013,60651
1821,020XX W 70TH PL,HW314876,2013-06-12 02:19:00,-87.674485899,HOMICIDE,2013,60636
1822,033XX W 60TH ST,HW314850,2013-06-12 03:00:00,-87.707045163,HOMICIDE,2013,60629
1823,052XX W QUINCY ST,HW311539,2013-06-12 07:22:00,-87.756449257,HOMICIDE,2013,60644
1824,047XX S TALMAN AVE,HW315175,2013-06-12 10:58:00,-87.690530276,HOMICIDE,2013,60632
1825,064XX S NORMAL BLVD,HW316215,2013-06-13 02:37:00,-87.637450077,HOMICIDE,2013,60621
1826,055XX W QUINCY ST,HW319182,2013-06-14 23:00:00,-87.762607847,HOMICIDE,2013,60644
1827,025XX S RIDGEWAY AVE,HW320604,2013-06-15 22:50:00,-87.718481306,HOMICIDE,2013,60623
1828,041XX W NORTH AVE,HW320636,2013-06-16 01:37:00,-87.730813206,HOMICIDE,2013,60651
1829,009XX E 79TH ST,HW320659,2013-06-16 00:42:00,-87.601048653,HOMICIDE,2013,60619
1830,074XX S PARNELL AVE,HW320715,2013-06-16 02:18:00,-87.638463019,HOMICIDE,2013,60621
1831,002XX S KEELER AVE,HW320735,2013-06-16 01:58:00,-87.730469347,HOMICIDE,2013,60624
1832,091XX S GREENWOOD AVE,HW321783,2013-06-16 20:56:00,-87.59736201,HOMICIDE,2013,60619
1833,011XX N CAMPBELL AVE,HW322038,2013-06-17 13:15:00,-87.689449776,HOMICIDE,2013,60622
1834,031XX S PULASKI RD,HW320694,2013-06-17 10:08:00,-87.72433908,HOMICIDE,2013,60623
1835,044XX W ADAMS ST,HW328889,2013-06-21 13:32:00,-87.736441693,HOMICIDE,2013,60624
1836,003XX E NORTH WATER ST,HW329166,2013-06-21 14:39:00,-87.620196651,HOMICIDE,2013,60611
1837,029XX N KILPATRICK AVE,HW329449,2013-06-21 19:48:00,-87.744232931,HOMICIDE,2013,60641
1838,028XX N SPAULDING AVE,HW329474,2013-06-21 20:44:00,-87.709883798,HOMICIDE,2013,60618
1839,099XX S WALDEN PKWY,HW275433,2013-06-20 06:20:00,-87.667676345,HOMICIDE,2013,60643
1840,086XX S KINGSTON AVE,HW330560,2013-06-22 16:32:00,-87.562380927,HOMICIDE,2013,60617
1841,015XX E 76TH PL,HW332302,2013-06-23 22:06:00,-87.587083083,HOMICIDE,2013,60619
1842,033XX S BELL AVE,HW332417,2013-06-23 23:59:00,-87.681461048,HOMICIDE,2013,60608
1843,065XX W ADDISON ST,HW333884,2013-06-24 12:30:00,-87.790510641,HOMICIDE,2013,60634
1844,073XX S DR MARTIN LUTHER KING JR DR,HW334016,2013-06-25 06:05:00,-87.615197285,HOMICIDE,2013,60619
1845,075XX S YATES BLVD,HW335922,2013-06-26 12:22:00,-87.566361635,HOMICIDE,2013,60649
1846,075XX S UNION AVE,HW336816,2013-06-26 21:49:00,-87.641772372,HOMICIDE,2013,60620
1847,075XX S MERRILL AVE,HW335531,2013-06-27 04:27:00,-87.572473045,HOMICIDE,2013,60649
1848,036XX W 64TH ST,HW338396,2013-06-27 23:07:00,-87.71371998,HOMICIDE,2013,60629
1849,010XX W GARFIELD BLVD,HW338354,2013-06-28 04:06:00,-87.651629776,HOMICIDE,2013,60609
1850,053XX S WINCHESTER AVE,HW338584,2013-06-28 02:35:00,-87.673169423,HOMICIDE,2013,60609
1851,053XX S WINCHESTER AVE,HW338584,2013-06-28 02:35:00,-87.673169423,HOMICIDE,2013,60609
1852,001XX W 116TH ST,HW340172,2013-06-29 03:59:00,-87.625998326,HOMICIDE,2013,60628
1853,024XX E 75TH ST,HW342105,2013-06-30 15:56:00,-87.565856546,HOMICIDE,2013,60649
1854,104XX S GREEN ST,HW343994,2013-07-01 20:30:00,-87.643964069,HOMICIDE,2013,60643
1855,008XX W 99TH ST,HW344421,2013-07-02 05:55:00,-87.643707626,HOMICIDE,2013,60643
1856,013XX N LAMON AVE,HW345588,2013-07-02 22:14:00,-87.748467543,HOMICIDE,2013,60651
1857,050XX W NORTH AVE,HW345748,2013-07-03 01:02:00,-87.752406675,HOMICIDE,2013,60651
1858,087XX S LOOMIS ST,HW346348,2013-07-03 13:16:00,-87.658177709,HOMICIDE,2013,60620
1859,024XX E 79TH ST,HW346859,2013-07-03 18:51:00,-87.564715123,HOMICIDE,2013,60649
1860,066XX S CHAMPLAIN AVE,HW346938,2013-07-03 19:24:00,-87.609435992,HOMICIDE,2013,60637
1861,073XX S WABASH AVE,HW347684,2013-07-04 12:19:00,-87.623204276,HOMICIDE,2013,60619
1862,006XX S FRANCISCO AVE,HW347770,2013-07-04 13:32:00,-87.69854618,HOMICIDE,2013,60612
1863,062XX S MARSHFIELD AVE,HW348220,2013-07-04 21:38:00,-87.665456809,HOMICIDE,2013,60636
1864,074XX N PAULINA ST,HW348705,2013-07-05 06:23:00,-87.672496668,HOMICIDE,2013,60626
1865,056XX S WESTERN AVE,HW347672,2013-07-05 14:47:00,-87.683994549,HOMICIDE,2013,60636
1866,108XX S CALUMET AVE,HW348957,2013-07-05 10:09:00,-87.614720034,HOMICIDE,2013,60628
1867,010XX W MAXWELL ST,HW350172,2013-07-06 07:31:00,-87.652313476,HOMICIDE,2013,60608
1868,028XX W FLOURNOY ST,HW350944,2013-07-06 17:50:00,-87.697388322,HOMICIDE,2013,60612
1869,047XX S ASHLAND AVE,HW352063,2013-07-07 15:30:00,-87.664954048,HOMICIDE,2013,60609
1870,039XX W CONGRESS PKWY,HW353414,2013-07-08 15:30:00,-87.724236027,HOMICIDE,2013,60624
1871,006XX N LAWNDALE AVE,HW353608,2013-07-08 17:54:00,-87.718662542,HOMICIDE,2013,60624
1872,016XX S DRAKE AVE,HW353625,2013-07-08 17:44:00,-87.713973243,HOMICIDE,2013,60623
1873,087XX S THROOP ST,HW355935,2013-07-10 09:28:00,-87.65575513,HOMICIDE,2013,60620
1874,063XX S KEDZIE AVE,HW357820,2013-07-11 14:51:00,-87.703122242,HOMICIDE,2013,60629
1875,007XX N CENTRAL AVE,HW358706,2013-07-12 05:12:00,-87.765341632,HOMICIDE,2013,60644
1876,068XX S PAXTON AVE,HW359968,2013-07-12 22:31:00,-87.571544262,HOMICIDE,2013,60649
1877,037XX W LE MOYNE ST,HW360141,2013-07-13 03:36:00,-87.720799905,HOMICIDE,2013,60651
1878,052XX W ADAMS ST,HW359018,2013-07-12 11:06:00,-87.756162028,HOMICIDE,2013,60644
1879,105XX S OGLESBY AVE,HW362205,2013-07-14 15:39:00,-87.565729315,HOMICIDE,2013,60617
1880,016XX W HOWARD ST,HW362272,2013-07-14 16:10:00,-87.671181992,HOMICIDE,2013,60626
1881,040XX W CULLERTON ST,HW362757,2013-07-14 23:48:00,-87.725713985,HOMICIDE,2013,60623
1882,013XX S AVERS AVE,HW368037,2013-07-18 15:49:00,-87.721444549,HOMICIDE,2013,60623
1883,002XX E 15TH PL,HW368936,2013-07-19 00:01:00,-87.621759581,HOMICIDE,2013,60605
1884,057XX S CARPENTER ST,HW365697,2013-07-19 13:50:00,-87.651113603,HOMICIDE,2013,60621
1885,038XX W HIRSCH ST,HW370238,2013-07-19 21:43:00,-87.723278665,HOMICIDE,2013,60651
1886,081XX S VINCENNES AVE,HW370089,2013-07-19 21:10:00,-87.635291321,HOMICIDE,2013,60620
1887,085XX S SAGINAW AVE,HW371756,2013-07-20 23:54:00,-87.559980911,HOMICIDE,2013,60617
1888,071XX S ASHLAND AVE,HW371795,2013-07-21 01:42:00,-87.663785792,HOMICIDE,2013,60636
1889,006XX E 131ST ST,HW371924,2013-07-21 03:00:00,-87.605865452,HOMICIDE,2013,60827
1890,057XX S CENTRAL PARK AVE,HW371983,2013-07-21 03:30:00,-87.712874616,HOMICIDE,2013,60629
1891,008XX N CAMBRIDGE AVE,HW372010,2013-07-21 05:30:00,-87.641792706,HOMICIDE,2013,60610
1892,080XX S CHAPPEL AVE,HW376089,2013-07-23 20:24:00,-87.574723198,HOMICIDE,2013,60617
1893,116XX S LAFLIN ST,HW376176,2013-07-23 20:20:00,-87.659100517,HOMICIDE,2013,60643
1894,056XX W WASHINGTON BLVD,HW376253,2013-07-24 03:09:00,-87.76708982,HOMICIDE,2013,60644
1895,076XX S GREENWOOD AVE,HW383387,2013-07-28 22:05:00,-87.597924829,HOMICIDE,2013,60619
1896,078XX S OGLESBY AVE,HW383740,2013-07-29 09:19:00,-87.567463994,HOMICIDE,2013,60649
1897,020XX W GARFIELD BLVD,HW383957,2013-07-29 12:40:00,-87.675073619,HOMICIDE,2013,60609
1898,018XX W GARFIELD BLVD,HW384844,2013-07-29 20:50:00,-87.669873105,HOMICIDE,2013,60609
1899,117XX S NORMAL AVE,HW384855,2013-07-30 06:12:00,-87.63476479,HOMICIDE,2013,60628
1900,018XX W 44TH ST,HW348324,2013-07-21 08:46:00,-87.671504085,HOMICIDE,2013,60609
1901,032XX W ROOSEVELT RD,HW379355,2013-08-01 09:36:00,-87.706190128,HOMICIDE,2013,60624
1902,073XX N SEELEY AVE,HW388545,2013-08-01 15:10:00,-87.681666253,HOMICIDE,2013,60645
1903,078XX S NORMAL AVE,HW389947,2013-08-02 13:10:00,-87.636747512,HOMICIDE,2013,60620
1904,036XX S MICHIGAN AVE,HW390896,2013-08-03 01:25:00,-87.623211774,HOMICIDE,2013,60653
1905,080XX S NORMAL AVE,HW393526,2013-08-04 21:40:00,-87.636659935,HOMICIDE,2013,60620
1906,066XX S CLAREMONT AVE,HW394643,2013-08-05 16:22:00,-87.682116947,HOMICIDE,2013,60636
1907,001XX E 120TH ST,HW395269,2013-08-06 04:07:00,-87.619536603,HOMICIDE,2013,60628
1908,001XX E 120TH ST,HW395269,2013-08-06 04:07:00,-87.619536603,HOMICIDE,2013,60628
1909,058XX S SANGAMON ST,HW396733,2013-08-07 02:12:00,-87.648651728,HOMICIDE,2013,60621
1910,033XX W DOUGLAS BLVD,HW396716,2013-08-07 00:51:00,-87.709564878,HOMICIDE,2013,60623
1911,068XX S ST LAWRENCE AVE,HW400791,2013-08-09 23:52:00,-87.610552944,HOMICIDE,2013,60637
1912,024XX E 79TH ST,HW401231,2013-08-10 04:02:00,-87.565668145,HOMICIDE,2013,60649
1913,029XX S STATE ST,HW402132,2013-08-10 18:17:00,-87.626852618,HOMICIDE,2013,60616
1914,010XX N ST LOUIS AVE,HW402401,2013-08-10 22:49:00,-87.71401271,HOMICIDE,2013,60651
1915,028XX S KILDARE AVE,HW405390,2013-08-13 00:15:00,-87.731729746,HOMICIDE,2013,60623
1916,028XX S KILDARE AVE,HW405390,2013-08-13 00:15:00,-87.731729746,HOMICIDE,2013,60623
1917,074XX S COLFAX AVE,HW405675,2013-08-13 10:20:00,-87.56204421,HOMICIDE,2013,60649
1918,051XX S KOSTNER AVE,HW390948,2013-08-05 02:01:00,-87.733141917,HOMICIDE,2013,60632
1919,000XX E 120TH PL,HW409459,2013-08-15 21:05:00,-87.621750607,HOMICIDE,2013,60628
1920,090XX S JUSTINE ST,HW409645,2013-08-16 00:31:00,-87.661657878,HOMICIDE,2013,60620
1921,011XX W 111TH PL,HW410418,2013-08-16 15:40:00,-87.650926728,HOMICIDE,2013,60643
1922,056XX S RACINE AVE,HW410923,2013-08-16 21:55:00,-87.654815667,HOMICIDE,2013,60621
1923,018XX N PULASKI RD,HW411008,2013-08-17 02:44:00,-87.726469659,HOMICIDE,2013,60639
1924,000XX S PARKSIDE AVE,HW412358,2013-08-17 23:40:00,-87.76647843,HOMICIDE,2013,60644
1925,008XX S LAWNDALE AVE,HW412371,2013-08-18 03:14:00,-87.717994923,HOMICIDE,2013,60624
1926,002XX W 94TH ST,HW412486,2013-08-18 05:36:00,-87.630346746,HOMICIDE,2013,60620
1927,001XX S SPRINGFIELD AVE,HW412594,2013-08-18 05:21:00,-87.723179151,HOMICIDE,2013,60624
1928,013XX W 90TH ST,HW413572,2013-08-18 22:25:00,-87.655916941,HOMICIDE,2013,60620
1929,062XX S ASHLAND AVE,HW415332,2013-08-20 04:22:00,-87.664252074,HOMICIDE,2013,60636
1930,067XX S SANGAMON ST,HW418070,2013-08-21 22:34:00,-87.648221547,HOMICIDE,2013,60621
1931,012XX S LAWNDALE AVE,HW412363,2013-08-20 02:04:00,-87.71783042,HOMICIDE,2013,60623
1932,036XX S MARSHFIELD AVE,HW419697,2013-08-23 00:15:00,-87.666679673,HOMICIDE,2013,60609
1933,010XX W WILSON AVE,HW414783,2013-08-23 00:56:00,-87.655139299,HOMICIDE,2013,60640
1934,040XX W WILCOX ST,HW422513,2013-08-25 09:04:00,-87.726495797,HOMICIDE,2013,60624
1935,091XX S COMMERCIAL AVE,HW423250,2013-08-25 16:05:00,-87.551242708,HOMICIDE,2013,60617
1936,007XX W 61ST PL,HW424195,2013-08-26 10:10:00,-87.643199914,HOMICIDE,2013,60621
1937,062XX S STATE ST,HW425415,2013-08-27 01:28:00,-87.625357915,HOMICIDE,2013,60621
1938,033XX W HARRISON ST,HW424540,2013-08-27 05:00:00,-87.710081187,HOMICIDE,2013,60624
1939,039XX N LONG AVE,HW426343,2013-08-27 18:00:00,-87.762026878,HOMICIDE,2013,60641
1940,016XX W 59TH ST,HW426623,2013-08-27 22:22:00,-87.665947174,HOMICIDE,2013,60636
1941,039XX W DIVISION ST,HW426786,2013-08-28 01:04:00,-87.725421722,HOMICIDE,2013,60651
1942,082XX S AVALON AVE,HW428029,2013-08-28 21:05:00,-87.594126176,HOMICIDE,2013,60619
1943,011XX W 88TH ST,HW419212,2013-08-25 08:16:00,-87.652448861,HOMICIDE,2013,60620
1944,079XX S AVALON AVE,HW428848,2013-08-29 13:00:00,-87.594249991,HOMICIDE,2013,60619
1945,040XX S CALUMET AVE,HW429716,2013-08-30 01:38:00,-87.618487202,HOMICIDE,2013,60653
1946,071XX S RIDGELAND AVE,HW428564,2013-08-29 09:40:00,-87.582439315,HOMICIDE,2013,60649
1947,051XX S WINCHESTER AVE,HW430327,2013-08-30 13:42:00,-87.67326624,HOMICIDE,2013,60609
1948,056XX W BARRY AVE,HW431258,2013-08-31 02:00:00,-87.76706709,HOMICIDE,2013,60634
1949,038XX S HALSTED ST,HW431259,2013-08-31 02:44:00,-87.645967086,HOMICIDE,2013,60609
1950,117XX S HALE AVE,HW431623,2013-08-31 11:19:00,-87.672864196,HOMICIDE,2013,60643
1951,122XX S ABERDEEN ST,HW432731,2013-09-01 07:58:00,-87.649018991,HOMICIDE,2013,60643
1952,064XX S MORGAN ST,HW433733,2013-09-02 00:20:00,-87.649571585,HOMICIDE,2013,60621
1953,066XX S RHODES AVE,HW434411,2013-09-02 14:10:00,-87.611885314,HOMICIDE,2013,60637
1954,105XX S LA SALLE ST,HW434712,2013-09-02 19:22:00,-87.626958377,HOMICIDE,2013,60628
1955,057XX S PRINCETON AVE,HW434870,2013-09-02 20:30:00,-87.632884965,HOMICIDE,2013,60621
1956,044XX W WILCOX ST,HW434681,2013-09-02 17:06:00,-87.736650058,HOMICIDE,2013,60624
1957,011XX N ORLEANS ST,HW431781,2013-09-01 22:08:00,-87.637424624,HOMICIDE,2013,60610
1958,075XX S UNION AVE,HW437033,2013-09-04 12:01:00,-87.641770239,HOMICIDE,2013,60620
1959,051XX S CALUMET AVE,HW437812,2013-09-05 00:02:00,-87.617728819,HOMICIDE,2013,60615
1960,051XX S ELLSWORTH DR,HW441258,2013-09-07 07:05:00,-87.615528943,HOMICIDE,2013,60615
1961,055XX S MOZART ST,HW442524,2013-09-08 10:11:00,-87.695007897,HOMICIDE,2013,60629
1962,017XX W 21ST PL,HW442624,2013-09-08 06:44:00,-87.669184243,HOMICIDE,2013,60608
1963,083XX S BALTIMORE AVE,HW443950,2013-09-09 10:14:00,-87.554337354,HOMICIDE,2013,60617
1964,003XX E 134TH ST,HW445202,2013-09-10 00:58:00,-87.615331145,HOMICIDE,2013,60827
1965,060XX S KOLMAR AVE,HW445591,2013-09-10 18:04:00,-87.736333849,HOMICIDE,2013,60629
1966,014XX N DAMEN AVE,HW441007,2013-09-11 08:59:00,-87.677386363,HOMICIDE,2013,60622
1967,102XX S OGLESBY AVE,HW448072,2013-09-11 23:24:00,-87.565735011,HOMICIDE,2013,60617
1968,001XX W 104TH PL,HW448778,2013-09-12 14:59:00,-87.626417643,HOMICIDE,2013,60628
1969,031XX N BERNARD ST,HW104947,2013-01-04 19:30:00,-87.713670269,HOMICIDE,2013,60618
1970,011XX N PULASKI RD,HW448287,2013-09-12 07:09:00,-87.726264785,HOMICIDE,2013,60651
1971,015XX N MILWAUKEE AVE,HW451124,2013-09-14 02:21:00,-87.675956643,HOMICIDE,2013,60622
1972,080XX S WOODLAWN AVE,HW453580,2013-09-17 01:30:00,-87.595425023,HOMICIDE,2013,60619
1973,060XX S DR MARTIN LUTHER KING JR DR,HW455391,2013-09-17 09:15:00,-87.615738011,HOMICIDE,2013,60637
1974,077XX S SANGAMON ST,HW458801,2013-09-19 19:37:00,-87.647752622,HOMICIDE,2013,60620
1975,036XX W AUGUSTA BLVD,HW459159,2013-09-20 01:38:00,-87.718157129,HOMICIDE,2013,60651
1976,069XX S VERNON AVE,HW459749,2013-09-20 13:38:00,-87.614127918,HOMICIDE,2013,60637
1977,022XX E 71ST ST,HW460148,2013-09-20 18:59:00,-87.570050881,HOMICIDE,2013,60649
1978,066XX S HONORE ST,HW460198,2013-09-20 19:18:00,-87.670124972,HOMICIDE,2013,60636
1979,060XX S HALSTED ST,HW460503,2013-09-21 00:01:00,-87.64489038,HOMICIDE,2013,60621
1980,079XX S WOOD ST,HW459133,2013-09-20 04:18:00,-87.668277264,HOMICIDE,2013,60620
1981,012XX W WASHBURNE AVE,HW460666,2013-09-21 03:22:00,-87.657794171,HOMICIDE,2013,60608
1982,011XX N WALLER AVE,HW399534,2013-09-18 06:23:00,-87.768046548,HOMICIDE,2013,60651
1983,035XX S RHODES AVE,HW464234,2013-09-23 20:31:00,-87.614451899,HOMICIDE,2013,60653
1984,072XX S WENTWORTH AVE,HW462501,2013-09-25 20:49:00,-87.629715364,HOMICIDE,2013,60621
1985,070XX S STONY ISLAND AVE,HW468490,2013-09-26 20:33:00,-87.586349004,HOMICIDE,2013,60649
1986,011XX N MAYFIELD AVE,HW468901,2013-09-27 01:22:00,-87.772906961,HOMICIDE,2013,60651
1987,009XX W 70TH ST,HW471427,2013-09-29 02:05:00,-87.648582726,HOMICIDE,2013,60621
1988,065XX S KILPATRICK AVE,HW473050,2013-09-30 07:40:00,-87.73970941,HOMICIDE,2013,60629
1989,006XX E 62ND ST,HW473298,2013-09-30 10:38:00,-87.60927008,HOMICIDE,2013,60637
1990,060XX S HONORE ST,HW467909,2013-09-26 11:30:00,-87.670400636,HOMICIDE,2013,60636
1991,071XX S BENNETT AVE,HW471635,2013-10-01 16:45:00,-87.579354758,HOMICIDE,2013,60649
1992,012XX S KEDVALE AVE,HW460628,2013-09-29 01:22:00,-87.728809401,HOMICIDE,2013,60623
1993,004XX S CENTRAL AVE,HW479960,2013-10-04 19:57:00,-87.76464733,HOMICIDE,2013,60644
1994,083XX S SCOTTSDALE AVE,HW479293,2013-10-04 11:45:00,-87.734744814,HOMICIDE,2013,60652
1995,110XX S VERNON AVE,HW481455,2013-10-05 23:09:00,-87.612166821,HOMICIDE,2013,60628
1996,117XX S MORGAN ST,HW480972,2013-10-05 15:39:00,-87.646873411,HOMICIDE,2013,60643
1997,076XX S CARPENTER ST,HW481838,2013-10-06 07:35:00,-87.650229577,HOMICIDE,2013,60620
1998,073XX S DORCHESTER AVE,HW483484,2013-10-08 12:05:00,-87.590885285,HOMICIDE,2013,60619
1999,042XX N DAMEN AVE,HW484192,2013-10-08 06:41:00,-87.678899454,HOMICIDE,2013,60618
2000,006XX N SPRINGFIELD AVE,HW485498,2013-10-09 00:51:00,-87.72355909,HOMICIDE,2013,60624
2001,013XX W THORNDALE AVE,HW486012,2013-10-09 12:41:00,-87.664034588,HOMICIDE,2013,60660
2002,089XX S MAY ST,HW486706,2013-10-09 21:15:00,-87.65200108,HOMICIDE,2013,60620
2003,067XX S CHAPPEL AVE,HW486725,2013-10-09 21:43:00,-87.575253185,HOMICIDE,2013,60649
2004,067XX S CHAPPEL AVE,HW486725,2013-10-09 21:43:00,-87.575253185,HOMICIDE,2013,60649
2005,067XX S CHAPPEL AVE,HW486725,2013-10-09 23:19:00,-87.575253185,HOMICIDE,2013,60649
2006,044XX W ADAMS ST,HW487969,2013-10-10 19:43:00,-87.735993683,HOMICIDE,2013,60624
2007,010XX N RICHMOND ST,HW488231,2013-10-11 00:15:00,-87.7004854,HOMICIDE,2013,60622
2008,003XX S CICERO AVE,HW490952,2013-10-13 05:02:00,-87.745137513,HOMICIDE,2013,60644
2009,008XX E 82ND ST,HW492267,2013-10-14 10:47:00,-87.603493223,HOMICIDE,2013,60619
2010,105XX S LAFAYETTE AVE,HW495229,2013-10-16 15:24:00,-87.624586143,HOMICIDE,2013,60628
2011,105XX S LAFAYETTE AVE,HW495229,2013-10-16 15:24:00,-87.624586143,HOMICIDE,2013,60628
2012,019XX W OGDEN AVE,HW495956,2013-10-17 03:47:00,-87.675868666,HOMICIDE,2013,60612
2013,057XX W BLOOMINGDALE AVE,HW300967,2013-10-16 19:50:00,-87.768863775,HOMICIDE,2013,60639
2014,083XX S ELLIS AVE,HW501750,2013-10-21 16:15:00,-87.600152807,HOMICIDE,2013,60619
2015,008XX E 82ND ST,HW492267,2013-10-26 08:30:00,-87.603493223,HOMICIDE,2013,60619
2016,006XX W 89TH ST,HW508458,2013-10-26 19:11:00,-87.640279876,HOMICIDE,2013,60620
2017,037XX W LAWRENCE AVE,HW508800,2013-10-27 01:29:00,-87.721003237,HOMICIDE,2013,60625
2018,012XX W 72ND PL,HW509988,2013-10-28 05:25:00,-87.655644106,HOMICIDE,2013,60636
2019,015XX S CHRISTIANA AVE,HW510593,2013-10-28 14:54:00,-87.709144383,HOMICIDE,2013,60623
